Label,Method,User-Agent,Pragma,Cache-Control,Accept,Accept-encoding,Accept-charset,language,host,cookie,content-type,connection,length,content,classification,URL
Normal,0,0,0,0,1,0,0,0,0,10897,0,1,0,0,0,398
Anomalous,0,0,0,0,1,0,0,0,0,54694,0,1,0,0,1,203
Normal,0,0,0,0,1,0,0,0,0,44327,0,1,0,0,0,3422
Normal,1,0,0,0,1,0,0,0,0,54700,1,0,72,30,0,13355
Normal,0,0,0,0,1,0,0,0,0,48190,0,1,0,0,0,684
Anomalous,1,0,0,0,1,0,0,0,0,8105,1,0,37,4358,1,5840
Anomalous,1,0,0,0,1,0,0,0,0,35996,1,0,227,164,1,8443
Anomalous,0,0,0,0,1,0,0,0,0,51755,0,1,0,0,1,13474
Normal,0,0,0,0,1,0,0,0,0,60266,0,1,0,0,0,3385
Anomalous,1,0,0,0,1,0,0,0,0,26317,1,0,311,3880,1,5840
Normal,0,0,0,0,1,0,0,0,0,24007,0,1,0,0,0,800
Normal,0,0,0,0,1,0,0,0,0,27797,0,1,0,0,0,8561
Anomalous,0,0,0,0,1,0,0,0,0,13397,0,1,0,0,1,13451
Normal,1,0,0,0,1,0,0,0,0,41620,1,0,72,30,0,13355
Anomalous,0,0,0,0,1,0,0,0,0,24824,0,1,0,0,1,13082
Normal,0,0,0,0,1,0,0,0,0,50215,0,1,0,0,0,4429
Anomalous,1,0,0,0,1,0,0,0,0,26748,1,0,334,1701,1,8244
Anomalous,1,0,0,0,1,0,0,0,0,56371,1,0,334,1657,1,3578
Normal,0,0,0,0,1,0,0,0,0,60168,0,1,0,0,0,800
Anomalous,0,0,0,0,1,0,0,0,0,7299,0,1,0,0,1,13496
Normal,0,0,0,0,1,0,0,0,0,1661,0,1,0,0,0,438
Normal,0,0,0,0,1,0,0,0,0,3545,0,1,0,0,0,3385
Normal,0,0,0,0,1,0,0,0,0,30323,0,1,0,0,0,684
Normal,0,0,0,0,1,0,0,0,0,41908,0,1,0,0,0,3385
Normal,0,0,0,0,1,0,0,0,0,56800,0,1,0,0,0,10914
Anomalous,0,0,0,0,1,0,0,0,0,51107,0,1,0,0,1,3111
Normal,0,0,0,0,1,0,0,0,0,57394,0,1,0,0,0,4614
Normal,0,0,0,0,1,0,0,0,0,10279,0,1,0,0,0,3422
Normal,0,0,0,0,1,0,0,0,0,31664,0,1,0,0,0,438
Anomalous,0,0,0,0,1,0,0,0,0,14106,0,1,0,0,1,257
Anomalous,0,0,0,0,1,0,0,0,0,60617,0,1,0,0,1,3315
Anomalous,0,0,0,0,1,0,0,0,0,40023,0,1,0,0,1,11748
Normal,1,0,0,0,1,0,0,0,0,43412,1,0,333,792,0,3578
Anomalous,0,0,0,0,1,0,0,0,0,35394,0,1,0,0,1,65
Normal,0,0,0,0,1,0,0,0,0,59333,0,1,0,0,0,12434
Normal,0,0,0,0,1,0,0,0,0,33632,0,1,0,0,0,8561
Normal,0,0,0,0,1,0,0,0,0,19132,0,1,0,0,0,4830
Normal,0,0,0,0,1,0,0,0,0,45902,0,1,0,0,0,684
Anomalous,0,0,0,0,1,0,0,0,0,9279,0,1,0,0,1,3396
Normal,0,0,0,0,1,0,0,0,0,36014,0,1,0,0,0,13422
Normal,0,0,0,0,1,0,0,0,0,22729,0,1,0,0,0,10563
Anomalous,1,0,0,0,1,0,0,0,0,25112,1,0,227,164,1,8443
Anomalous,1,0,0,0,1,0,0,0,0,19270,1,0,342,483,1,3578
Anomalous,0,0,0,0,1,0,0,0,0,5406,0,1,0,0,1,3
Normal,1,0,0,0,1,0,0,0,0,38064,1,0,256,5659,0,8600
Normal,0,0,0,0,1,0,0,0,0,58073,0,1,0,0,0,8409
Normal,0,0,0,0,1,0,0,0,0,22115,0,1,0,0,0,5391
Normal,1,0,0,0,1,0,0,0,0,29713,1,0,333,875,0,3578
Normal,1,0,0,0,1,0,0,0,0,4364,1,0,72,30,0,13355
Anomalous,1,0,0,0,1,0,0,0,0,19755,1,0,283,5669,1,8600
Anomalous,0,0,0,0,1,0,0,0,0,35869,0,1,0,0,1,11494
Normal,0,0,0,0,1,0,0,0,0,7243,0,1,0,0,0,363
Normal,0,0,0,0,1,0,0,0,0,4331,0,1,0,0,0,528
Normal,0,0,0,0,1,0,0,0,0,60147,0,1,0,0,0,3352
Anomalous,0,0,0,0,1,0,0,0,0,6647,0,1,0,0,1,9266
Anomalous,1,0,0,0,1,0,0,0,0,52901,1,0,256,118,1,8443
Normal,0,0,0,0,1,0,0,0,0,2359,0,1,0,0,0,570
Normal,1,0,0,0,1,0,0,0,0,45562,1,0,317,3102,0,5840
Normal,0,0,0,0,1,0,0,0,0,11230,0,1,0,0,0,719
Anomalous,0,0,0,0,1,0,0,0,0,5558,0,1,0,0,1,1032
Anomalous,2,0,0,0,0,0,0,0,1,28926,1,0,338,679,1,3578
Anomalous,1,0,0,0,1,0,0,0,0,19606,1,0,260,11977,1,8600
Anomalous,0,0,0,0,1,0,0,0,0,23088,0,1,0,0,1,249
Normal,1,0,0,0,1,0,0,0,0,10944,1,0,306,3978,0,5840
Anomalous,1,0,0,0,1,0,0,0,0,55506,1,0,292,2459,1,8244
Anomalous,0,0,0,0,1,0,0,0,0,8441,0,1,0,0,1,10092
Normal,0,0,0,0,1,0,0,0,0,7676,0,1,0,0,0,2647
Anomalous,1,0,0,0,1,0,0,0,0,49200,1,0,138,7876,1,884
Normal,1,0,0,0,1,0,0,0,0,22209,1,0,117,10398,0,884
Anomalous,1,0,0,0,1,0,0,0,0,27492,1,0,41,3907,1,5840
Anomalous,0,0,0,0,1,0,0,0,0,27843,0,1,0,0,1,943
Anomalous,0,0,0,0,1,0,0,0,0,28390,0,1,0,0,1,138
Normal,0,0,0,0,1,0,0,0,0,25857,0,1,0,0,0,3385
Anomalous,0,0,0,0,1,0,0,0,0,50194,0,1,0,0,1,8406
Normal,0,0,0,0,1,0,0,0,0,5478,0,1,0,0,0,3385
Anomalous,0,0,0,0,1,0,0,0,0,28655,0,1,0,0,1,3595
Normal,0,0,0,0,1,0,0,0,0,60656,0,1,0,0,0,8354
Normal,1,0,0,0,1,0,0,0,0,54183,1,0,72,30,0,13355
Anomalous,0,0,0,0,1,0,0,0,0,23440,0,1,0,0,1,3461
Anomalous,1,0,0,0,1,0,0,0,0,9130,1,0,280,301,1,8244
Anomalous,0,0,0,0,1,0,0,0,0,54079,0,1,0,0,1,13495
Normal,0,0,0,0,1,0,0,0,0,17049,0,1,0,0,0,9577
Normal,0,0,0,0,1,0,0,0,0,4792,0,1,0,0,0,757
Anomalous,1,0,0,0,1,0,0,0,0,57336,1,0,311,4817,1,5840
Anomalous,0,0,0,0,1,0,0,0,0,34699,0,1,0,0,1,6002
Normal,0,0,0,0,1,0,0,0,0,59297,0,1,0,0,0,363
Anomalous,0,0,0,0,1,0,0,0,0,7860,0,1,0,0,1,3611
Normal,0,0,0,0,1,0,0,0,0,44853,0,1,0,0,0,757
Normal,0,0,0,0,1,0,0,0,0,36454,0,1,0,0,0,1824
Anomalous,0,0,0,0,1,0,0,0,0,47134,0,1,0,0,1,13459
Anomalous,1,0,0,0,1,0,0,0,0,25270,1,0,42,1709,1,3578
Normal,0,0,0,0,1,0,0,0,0,50972,0,1,0,0,0,528
Normal,1,0,0,0,1,0,0,0,0,49050,1,0,115,11219,0,10948
Anomalous,0,0,0,0,1,0,0,0,0,11016,0,1,0,0,1,8289
Normal,1,0,0,0,1,0,0,0,0,25475,1,0,216,111,0,8443
Normal,0,0,0,0,1,0,0,0,0,48263,0,1,0,0,0,4194
Anomalous,0,0,0,0,1,0,0,0,0,43285,0,1,0,0,1,8765
Normal,0,0,0,0,1,0,0,0,0,54824,0,1,0,0,0,476
Anomalous,1,0,0,0,1,0,0,0,0,35814,1,0,253,11933,1,8600
Normal,0,0,0,0,1,0,0,0,0,2467,0,1,0,0,0,476
Anomalous,1,0,0,0,1,0,0,0,0,14392,1,0,288,6778,1,8600
Normal,0,0,0,0,1,0,0,0,0,28439,0,1,0,0,0,684
Anomalous,0,0,0,0,1,0,0,0,0,52588,0,1,0,0,1,974
Anomalous,0,0,0,0,1,0,0,0,0,58450,0,1,0,0,1,2773
Anomalous,0,0,0,0,1,0,0,0,0,20122,0,1,0,0,1,2263
Normal,0,0,0,0,1,0,0,0,0,58915,0,1,0,0,0,3385
Anomalous,0,0,0,0,1,0,0,0,0,57083,0,1,0,0,1,13025
Normal,0,0,0,0,1,0,0,0,0,43604,0,1,0,0,0,570
Normal,0,0,0,0,1,0,0,0,0,50163,0,1,0,0,0,8354
Normal,0,0,0,0,1,0,0,0,0,25680,0,1,0,0,0,3385
Normal,0,0,0,0,1,0,0,0,0,44846,0,1,0,0,0,612
Anomalous,2,0,0,0,0,0,0,0,1,21686,1,0,111,10065,1,884
Normal,0,0,0,0,1,0,0,0,0,41660,0,1,0,0,0,612
Normal,1,0,0,0,1,0,0,0,0,55253,1,0,256,6361,0,8600
Normal,1,0,0,0,1,0,0,0,0,4054,1,0,304,3854,0,5840
Normal,0,0,0,0,1,0,0,0,0,1351,0,1,0,0,0,528
Normal,0,0,0,0,1,0,0,0,0,26883,0,1,0,0,0,9224
Normal,0,0,0,0,1,0,0,0,0,37346,0,1,0,0,0,5490
Anomalous,1,0,0,0,1,0,0,0,0,33946,1,0,7,5016,1,8600
Anomalous,0,0,0,0,1,0,0,0,0,47070,0,1,0,0,1,6454
Normal,0,0,0,0,1,0,0,0,0,6872,0,1,0,0,0,476
Normal,0,0,0,0,1,0,0,0,0,4065,0,1,0,0,0,8507
Anomalous,0,0,0,0,1,0,0,0,0,11588,0,1,0,0,1,8717
Anomalous,1,0,0,0,1,0,0,0,0,32819,1,0,292,2459,1,8244
Normal,1,0,0,0,1,0,0,0,0,53877,1,0,72,30,0,13355
Normal,0,0,0,0,1,0,0,0,0,47450,0,1,0,0,0,3460
Anomalous,1,0,0,0,1,0,0,0,0,60064,1,0,330,72,1,13355
Anomalous,1,0,0,0,1,0,0,0,0,39781,1,0,355,88,1,8443
Normal,1,0,0,0,1,0,0,0,0,39656,1,0,341,1200,0,3578
Anomalous,1,0,0,0,1,0,0,0,0,2266,1,0,227,164,1,8443
Normal,0,0,0,0,1,0,0,0,0,25290,0,1,0,0,0,684
Normal,0,0,0,0,1,0,0,0,0,47060,0,1,0,0,0,4553
Normal,0,0,0,0,1,0,0,0,0,12663,0,1,0,0,0,13155
Anomalous,0,0,0,0,1,0,0,0,0,51772,0,1,0,0,1,13286
Anomalous,1,0,0,0,1,0,0,0,0,3313,1,0,140,9022,1,10948
Normal,0,0,0,0,1,0,0,0,0,23416,0,1,0,0,0,3422
Anomalous,0,0,0,0,1,0,0,0,0,59099,0,1,0,0,1,7371
Anomalous,0,0,0,0,1,0,0,0,0,44782,0,1,0,0,1,13474
Anomalous,0,0,0,0,1,0,0,0,0,53882,0,1,0,0,1,1398
Anomalous,1,0,0,0,1,0,0,0,0,46391,1,0,151,10044,1,10948
Anomalous,0,0,0,0,1,0,0,0,0,58736,0,1,0,0,1,10
Normal,1,0,0,0,1,0,0,0,0,27151,1,0,338,1396,0,3578
Anomalous,0,0,0,0,1,0,0,0,0,11348,0,1,0,0,1,1176
Normal,0,0,0,0,1,0,0,0,0,11914,0,1,0,0,0,8354
Normal,0,0,0,0,1,0,0,0,0,9367,0,1,0,0,0,4060
Anomalous,0,0,0,0,1,0,0,0,0,28747,0,1,0,0,1,190
Anomalous,0,0,0,0,1,0,0,0,0,30859,0,1,0,0,1,1385
Normal,0,0,0,0,1,0,0,0,0,53748,0,1,0,0,0,684
Anomalous,0,0,0,0,1,0,0,0,0,25603,0,1,0,0,1,140
Anomalous,0,0,0,0,1,0,0,0,0,29060,0,1,0,0,1,7261
Anomalous,0,0,0,0,1,0,0,0,0,53455,0,1,0,0,1,8407
Anomalous,0,0,0,0,1,0,0,0,0,40523,0,1,0,0,1,7687
Normal,0,0,0,0,1,0,0,0,0,23964,0,1,0,0,0,757
Normal,0,0,0,0,1,0,0,0,0,48421,0,1,0,0,0,684
Anomalous,1,0,0,0,1,0,0,0,0,43866,1,0,107,10008,1,10948
Normal,0,0,0,0,1,0,0,0,0,5181,0,1,0,0,0,528
Anomalous,0,0,0,0,1,0,0,0,0,54084,0,1,0,0,1,694
Normal,0,0,0,0,1,0,0,0,0,7371,0,1,0,0,0,3385
Anomalous,0,0,0,0,1,0,0,0,0,42232,0,1,0,0,1,8560
Normal,0,0,0,0,1,0,0,0,0,5842,0,1,0,0,0,1917
Normal,0,0,0,0,1,0,0,0,0,57910,0,1,0,0,0,398
Anomalous,0,0,0,0,1,0,0,0,0,12101,0,1,0,0,1,4
Normal,0,0,0,0,1,0,0,0,0,49441,0,1,0,0,0,8354
Anomalous,0,0,0,0,1,0,0,0,0,54982,0,1,0,0,1,5042
Normal,0,0,0,0,1,0,0,0,0,57433,0,1,0,0,0,528
Anomalous,1,0,0,0,1,0,0,0,0,51858,1,0,222,10745,1,884
Anomalous,1,0,0,0,1,0,0,0,0,31825,1,0,292,2433,1,8244
Normal,0,0,0,0,1,0,0,0,0,27414,0,1,0,0,0,684
Anomalous,0,0,0,0,1,0,0,0,0,28297,0,1,0,0,1,7567
Anomalous,0,0,0,0,1,0,0,0,0,50653,0,1,0,0,1,9805
Normal,0,0,0,0,1,0,0,0,0,58806,0,1,0,0,0,398
Anomalous,1,0,0,0,1,0,0,0,0,725,1,0,347,5574,1,8600
Anomalous,1,0,0,0,1,0,0,0,0,4553,1,0,335,2220,1,3578
Normal,0,0,0,0,1,0,0,0,0,21709,0,1,0,0,0,757
Anomalous,1,0,0,0,1,0,0,0,0,57779,1,0,339,699,1,3578
Normal,0,0,0,0,1,0,0,0,0,4223,0,1,0,0,0,476
Anomalous,0,0,0,0,1,0,0,0,0,23635,0,1,0,0,1,3900
Normal,0,0,0,0,1,0,0,0,0,41400,0,1,0,0,0,570
Normal,0,0,0,0,1,0,0,0,0,26888,0,1,0,0,0,612
Normal,0,0,0,0,1,0,0,0,0,7713,0,1,0,0,0,3004
Normal,0,0,0,0,1,0,0,0,0,1102,0,1,0,0,0,719
Normal,0,0,0,0,1,0,0,0,0,16764,0,1,0,0,0,8561
Anomalous,0,0,0,0,1,0,0,0,0,51203,0,1,0,0,1,6603
Normal,0,0,0,0,1,0,0,0,0,39731,0,1,0,0,0,8561
Normal,1,0,0,0,1,0,0,0,0,20307,1,0,333,804,0,3578
Normal,0,0,0,0,1,0,0,0,0,38284,0,1,0,0,0,4129
Normal,1,0,0,0,1,0,0,0,0,53258,1,0,264,227,0,8244
Normal,1,0,0,0,1,0,0,0,0,25300,1,0,125,9537,0,10948
Anomalous,0,0,0,0,1,0,0,0,0,2271,0,1,0,0,1,10925
Normal,0,0,0,0,1,0,0,0,0,22734,0,1,0,0,0,3422
Anomalous,0,0,0,0,1,0,0,0,0,47342,0,1,0,0,1,1013
Anomalous,1,0,0,0,1,0,0,0,0,43989,1,0,227,164,1,8443
Anomalous,0,0,0,0,1,0,0,0,0,29877,0,1,0,0,1,3582
Normal,1,0,0,0,1,0,0,0,0,22391,1,0,256,6742,0,8600
Anomalous,1,0,0,0,1,0,0,0,0,46992,1,0,25,214,1,3578
Anomalous,0,0,0,0,1,0,0,0,0,6749,0,1,0,0,1,5702
Normal,0,0,0,0,1,0,0,0,0,54345,0,1,0,0,0,757
Anomalous,1,0,0,0,1,0,0,0,0,38717,1,0,160,7092,1,10948
Anomalous,1,0,0,0,1,0,0,0,0,14641,1,0,330,4758,1,5840
Normal,0,0,0,0,1,0,0,0,0,3903,0,1,0,0,0,7067
Anomalous,1,0,0,0,1,0,0,0,0,12843,1,0,380,122,1,8443
Normal,0,0,0,0,1,0,0,0,0,37575,0,1,0,0,0,3422
Normal,0,0,0,0,1,0,0,0,0,15880,0,1,0,0,0,7562
Normal,0,0,0,0,1,0,0,0,0,23606,0,1,0,0,0,612
Anomalous,1,0,0,0,1,0,0,0,0,14623,1,0,134,8543,1,884
Anomalous,0,0,0,0,1,0,0,0,0,1479,0,1,0,0,1,8742
Normal,0,0,0,0,1,0,0,0,0,22807,0,1,0,0,0,8312
Anomalous,0,0,0,0,1,0,0,0,0,7543,0,1,0,0,1,12441
Normal,1,0,0,0,1,0,0,0,0,44949,1,0,317,3259,0,5840
Normal,0,0,0,0,1,0,0,0,0,11987,0,1,0,0,0,13422
Normal,0,0,0,0,1,0,0,0,0,26889,0,1,0,0,0,3850
Normal,0,0,0,0,1,0,0,0,0,24218,0,1,0,0,0,3460
Normal,0,0,0,0,1,0,0,0,0,7291,0,1,0,0,0,684
Anomalous,0,0,0,0,1,0,0,0,0,14939,0,1,0,0,1,4382
Normal,0,0,0,0,1,0,0,0,0,2391,0,1,0,0,0,398
Normal,0,0,0,0,1,0,0,0,0,43448,0,1,0,0,0,3385
Anomalous,0,0,0,0,1,0,0,0,0,58706,0,1,0,0,1,2034
Anomalous,1,0,0,0,1,0,0,0,0,44338,1,0,269,6595,1,8600
Anomalous,0,0,0,0,1,0,0,0,0,21961,0,1,0,0,1,1709
Normal,0,0,0,0,1,0,0,0,0,35546,0,1,0,0,0,438
Anomalous,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,5119
Anomalous,0,0,0,0,1,0,0,0,0,12371,0,1,0,0,1,8564
Normal,0,0,0,0,1,0,0,0,0,13516,0,1,0,0,0,12339
Normal,0,0,0,0,1,0,0,0,0,51585,0,1,0,0,0,438
Normal,0,0,0,0,1,0,0,0,0,13944,0,1,0,0,0,7601
Normal,0,0,0,0,1,0,0,0,0,11660,0,1,0,0,0,3282
Anomalous,0,0,0,0,1,0,0,0,0,36701,0,1,0,0,1,10779
Normal,0,0,0,0,1,0,0,0,0,27099,0,1,0,0,0,8409
Normal,0,0,0,0,1,0,0,0,0,21082,0,1,0,0,0,3460
Normal,0,0,0,0,1,0,0,0,0,18226,0,1,0,0,0,8409
Normal,0,0,0,0,1,0,0,0,0,47822,0,1,0,0,0,8507
Normal,1,0,0,0,1,0,0,0,0,545,1,0,264,227,0,8244
Anomalous,1,0,0,0,1,0,0,0,0,41318,1,0,380,147,1,8443
Anomalous,0,0,0,0,1,0,0,0,0,39515,0,1,0,0,1,12421
Normal,1,0,0,0,1,0,0,0,0,7462,1,0,342,368,0,3578
Normal,0,0,0,0,1,0,0,0,0,29864,0,1,0,0,0,13422
Normal,0,0,0,0,1,0,0,0,0,39217,0,1,0,0,0,398
Anomalous,0,0,0,0,1,0,0,0,0,53949,0,1,0,0,1,189
Normal,0,0,0,0,1,0,0,0,0,17054,0,1,0,0,0,3460
Anomalous,0,0,0,0,1,0,0,0,0,10329,0,1,0,0,1,403
Anomalous,0,0,0,0,1,0,0,0,0,39565,0,1,0,0,1,154
Normal,0,0,0,0,1,0,0,0,0,32282,0,1,0,0,0,3282
Normal,1,0,0,0,1,0,0,0,0,16479,1,0,264,947,0,8244
Normal,0,0,0,0,1,0,0,0,0,8911,0,1,0,0,0,800
Anomalous,1,0,0,0,1,0,0,0,0,56124,1,0,138,11029,1,10948
Normal,1,0,0,0,1,0,0,0,0,41843,1,0,256,5441,0,8600
Normal,0,0,0,0,1,0,0,0,0,842,0,1,0,0,0,2001
Anomalous,0,0,0,0,1,0,0,0,0,44750,0,1,0,0,1,2464
Normal,0,0,0,0,1,0,0,0,0,13999,0,1,0,0,0,476
Normal,0,0,0,0,1,0,0,0,0,37215,0,1,0,0,0,8561
Normal,1,0,0,0,1,0,0,0,0,58528,1,0,264,947,0,8244
Normal,0,0,0,0,1,0,0,0,0,34110,0,1,0,0,0,3422
Normal,0,0,0,0,1,0,0,0,0,42277,0,1,0,0,0,8409
Normal,0,0,0,0,1,0,0,0,0,42982,0,1,0,0,0,363
Normal,1,0,0,0,1,0,0,0,0,58163,1,0,333,880,0,3578
Normal,0,0,0,0,1,0,0,0,0,26514,0,1,0,0,0,9852
Normal,0,0,0,0,1,0,0,0,0,13726,0,1,0,0,0,570
Anomalous,0,0,0,0,1,0,0,0,0,24219,0,1,0,0,1,12674
Normal,0,0,0,0,1,0,0,0,0,39111,0,1,0,0,0,800
Anomalous,0,0,0,0,1,0,0,0,0,55172,0,1,0,0,1,13450
Normal,0,0,0,0,1,0,0,0,0,15060,0,1,0,0,0,10914
Normal,1,0,0,0,1,0,0,0,0,30984,1,0,118,10543,0,10948
Normal,0,0,0,0,1,0,0,0,0,9505,0,1,0,0,0,3385
Anomalous,0,0,0,0,1,0,0,0,0,25463,0,1,0,0,1,819
Normal,0,0,0,0,1,0,0,0,0,58286,0,1,0,0,0,363
Normal,1,0,0,0,1,0,0,0,0,14129,1,0,311,4604,0,5840
Anomalous,1,0,0,0,1,0,0,0,0,8197,1,0,344,120,1,8443
Normal,0,0,0,0,1,0,0,0,0,15464,0,1,0,0,0,11516
Normal,0,0,0,0,1,0,0,0,0,5958,0,1,0,0,0,684
Normal,1,0,0,0,1,0,0,0,0,2667,1,0,72,30,0,13355
Anomalous,0,0,0,0,1,0,0,0,0,55182,0,1,0,0,1,5282
Anomalous,0,0,0,0,1,0,0,0,0,5528,0,1,0,0,1,8856
Normal,1,0,0,0,1,0,0,0,0,50160,1,0,216,111,0,8443
Normal,0,0,0,0,1,0,0,0,0,5051,0,1,0,0,0,398
Normal,1,0,0,0,1,0,0,0,0,20332,1,0,341,1873,0,3578
Anomalous,1,0,0,0,1,0,0,0,0,12085,1,0,306,2409,1,8244
Normal,0,0,0,0,1,0,0,0,0,4805,0,1,0,0,0,719
Anomalous,0,0,0,0,1,0,0,0,0,46071,0,1,0,0,1,8283
Normal,0,0,0,0,1,0,0,0,0,59481,0,1,0,0,0,398
Normal,0,0,0,0,1,0,0,0,0,61054,0,1,0,0,0,3282
Normal,0,0,0,0,1,0,0,0,0,22573,0,1,0,0,0,757
Normal,0,0,0,0,1,0,0,0,0,11212,0,1,0,0,0,3352
Normal,0,0,0,0,1,0,0,0,0,50114,0,1,0,0,0,8561
Anomalous,1,0,0,0,1,0,0,0,0,3199,1,0,99,35,1,13355
Anomalous,1,0,0,0,1,0,0,0,0,30532,1,0,43,87,1,8443
Normal,0,0,0,0,1,0,0,0,0,12606,0,1,0,0,0,8409
Anomalous,0,0,0,0,1,0,0,0,0,2928,0,1,0,0,1,7965
Normal,0,0,0,0,1,0,0,0,0,15238,0,1,0,0,0,438
Anomalous,0,0,0,0,1,0,0,0,0,28897,0,1,0,0,1,3247
Normal,0,0,0,0,1,0,0,0,0,38106,0,1,0,0,0,3506
Anomalous,0,0,0,0,1,0,0,0,0,18722,0,1,0,0,1,179
Normal,1,0,0,0,1,0,0,0,0,34450,1,0,264,947,0,8244
Normal,0,0,0,0,1,0,0,0,0,60784,0,1,0,0,0,9270
Anomalous,0,0,0,0,1,0,0,0,0,51761,0,1,0,0,1,1887
Anomalous,0,0,0,0,1,0,0,0,0,25057,0,1,0,0,1,2063
Anomalous,0,0,0,0,1,0,0,0,0,9198,0,1,0,0,1,4720
Normal,0,0,0,0,1,0,0,0,0,40558,0,1,0,0,0,3385
Anomalous,1,0,0,0,1,0,0,0,0,7468,1,0,269,5450,1,8600
Anomalous,0,0,0,0,1,0,0,0,0,9834,0,1,0,0,1,9
Anomalous,0,0,0,0,1,0,0,0,0,21879,0,1,0,0,1,8774
Anomalous,1,0,0,0,1,0,0,0,0,34555,1,0,16,7070,1,8600
Anomalous,0,0,0,0,1,0,0,0,0,17911,0,1,0,0,1,12935
Anomalous,0,0,0,0,1,0,0,0,0,2751,0,1,0,0,1,8581
Anomalous,1,0,0,0,1,0,0,0,0,58323,1,0,85,19,1,13355
Anomalous,1,0,0,0,1,0,0,0,0,51968,1,0,304,2745,1,5840
Normal,0,0,0,0,1,0,0,0,0,8030,0,1,0,0,0,3460
Normal,1,0,0,0,1,0,0,0,0,17140,1,0,147,11377,0,884
Anomalous,1,0,0,0,1,0,0,0,0,38093,1,0,220,11297,1,884
Anomalous,1,0,0,0,1,0,0,0,0,18796,1,0,150,10447,1,884
Normal,1,0,0,0,1,0,0,0,0,51890,1,0,337,2059,0,3578
Anomalous,0,0,0,0,1,0,0,0,0,31788,0,1,0,0,1,179
Anomalous,0,0,0,0,1,0,0,0,0,17538,0,1,0,0,1,399
Anomalous,0,0,0,0,1,0,0,0,0,29678,0,1,0,0,1,4973
Normal,0,0,0,0,1,0,0,0,0,57881,0,1,0,0,0,8312
Normal,0,0,0,0,1,0,0,0,0,20233,0,1,0,0,0,3352
Normal,0,0,0,0,1,0,0,0,0,4346,0,1,0,0,0,10914
Anomalous,1,0,0,0,1,0,0,0,0,18088,1,0,291,130,1,8443
Normal,1,0,0,0,1,0,0,0,0,2102,1,0,126,9253,0,10948
Normal,0,0,0,0,1,0,0,0,0,27154,0,1,0,0,0,800
Anomalous,0,0,0,0,1,0,0,0,0,1129,0,1,0,0,1,3560
Normal,0,0,0,0,1,0,0,0,0,37579,0,1,0,0,0,612
Normal,1,0,0,0,1,0,0,0,0,14523,1,0,264,947,0,8244
Normal,0,0,0,0,1,0,0,0,0,38679,0,1,0,0,0,3282
Anomalous,1,0,0,0,1,0,0,0,0,37851,1,0,87,252,1,8244
Normal,0,0,0,0,1,0,0,0,0,15428,0,1,0,0,0,8561
Normal,0,0,0,0,1,0,0,0,0,49258,0,1,0,0,0,10914
Anomalous,0,0,0,0,1,0,0,0,0,1706,0,1,0,0,1,280
Normal,1,0,0,0,1,0,0,0,0,42845,1,0,264,947,0,8244
Anomalous,0,0,0,0,1,0,0,0,0,60319,0,1,0,0,1,8075
Normal,1,0,0,0,1,0,0,0,0,40500,1,0,72,30,0,13355
Normal,0,0,0,0,1,0,0,0,0,28305,0,1,0,0,0,10914
Anomalous,0,0,0,0,1,0,0,0,0,17173,0,1,0,0,1,8179
Anomalous,1,0,0,0,1,0,0,0,0,59058,1,0,353,940,1,8244
Normal,0,0,0,0,1,0,0,0,0,27301,0,1,0,0,0,10914
Normal,1,0,0,0,1,0,0,0,0,37997,1,0,332,3144,0,5840
Normal,0,0,0,0,1,0,0,0,0,37293,0,1,0,0,0,800
Normal,1,0,0,0,1,0,0,0,0,47125,1,0,72,30,0,13355
Anomalous,0,0,0,0,1,0,0,0,0,60768,0,1,0,0,1,3424
Anomalous,0,0,0,0,1,0,0,0,0,21858,0,1,0,0,1,3917
Anomalous,0,0,0,0,1,0,0,0,0,42021,0,1,0,0,1,8871
Normal,0,0,0,0,1,0,0,0,0,27789,0,1,0,0,0,9506
Normal,1,0,0,0,1,0,0,0,0,28893,1,0,338,1351,0,3578
Normal,0,0,0,0,1,0,0,0,0,28718,0,1,0,0,0,3422
Anomalous,0,0,0,0,1,0,0,0,0,7483,0,1,0,0,1,8652
Normal,0,0,0,0,1,0,0,0,0,52130,0,1,0,0,0,10914
Anomalous,1,0,0,0,1,0,0,0,0,8016,1,0,207,11070,1,10948
Normal,0,0,0,0,1,0,0,0,0,56467,0,1,0,0,0,11431
Normal,0,0,0,0,1,0,0,0,0,27503,0,1,0,0,0,363
Normal,0,0,0,0,1,0,0,0,0,58172,0,1,0,0,0,8507
Anomalous,1,0,0,0,1,0,0,0,0,26943,1,0,283,197,1,8244
Anomalous,0,0,0,0,1,0,0,0,0,49676,0,1,0,0,1,13474
Anomalous,1,0,0,0,1,0,0,0,0,15757,1,0,347,1810,1,3578
Normal,1,0,0,0,1,0,0,0,0,11182,1,0,216,111,0,8443
Anomalous,1,0,0,0,1,0,0,0,0,1745,1,0,6,117,1,8443
Anomalous,1,0,0,0,1,0,0,0,0,55194,1,0,269,5582,1,8600
Anomalous,0,0,0,0,1,0,0,0,0,7619,0,1,0,0,1,5719
Anomalous,1,0,0,0,1,0,0,0,0,10103,1,0,227,164,1,8443
Normal,0,0,0,0,1,0,0,0,0,27912,0,1,0,0,0,757
Anomalous,0,0,0,0,1,0,0,0,0,11226,0,1,0,0,1,9187
